sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
"Boxing Gloves Everlast Prostyle 2-red",,Default,simple,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Prostyle 2-red",,"<ul>
<li>Elastic band with velcro closure that provides excellent fit and stability</li>
<li>Double-layer foam that provides the necessary protection for learning the basic boxing moves without weighing down the arms</li>
<li>Ergonomic fist grip that ensures proper positioning during punches to avoid injury.</li>
<li>Ergonomic thumb safety design to prevent injury.</li>
<li>Mesh material on the palms for better breathability</li>
</ul>",0.300000,1,"Taxable Goods","Catalog, Search",88.000000,,,,boxing-gloves-everlast-prostyle-2-red,"Boxing Gloves Everlast Prostyle 2","Boxing Gloves Everlast Prostyle 2","Boxing Gloves Everlast Prostyle 2 ",,,,,,,,,"10/22/23, 1:25 PM","10/24/23, 11:06 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,color=red,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast_prostyle_2_red_1_1.jpg,,,,,,,,,,,,,,
"Boxing Gloves Everlast Prostyle 2-red",boxing_eu_default_view,Default,simple,,,,,,,,,,,,,,,,,,/e/v/everlast_prostyle_2_red_1_1.jpg,,/e/v/everlast_prostyle_2_red_1_1.jpg,,/e/v/everlast_prostyle_2_red_1_1.jpg,,/e/v/everlast_prostyle_2_red_1_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boxing Gloves Everlast Prostyle 2-black",,Default,simple,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Prostyle 2-black",,"<ul>
<li>Elastic band with velcro closure that provides excellent fit and stability</li>
<li>Double-layer foam that provides the necessary protection for learning the basic boxing moves without weighing down the arms</li>
<li>Ergonomic fist grip that ensures proper positioning during punches to avoid injury.</li>
<li>Ergonomic thumb safety design to prevent injury.</li>
<li>Mesh material on the palms for better breathability</li>
</ul>",0.300000,1,"Taxable Goods","Catalog, Search",88.000000,,,,boxing-gloves-everlast-prostyle-2-black,"Boxing Gloves Everlast Prostyle 2","Boxing Gloves Everlast Prostyle 2","Boxing Gloves Everlast Prostyle 2 ",,,,,,,,,"10/22/23, 1:25 PM","10/24/23, 11:07 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,color=black,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast_prostyle_2_black_1_1.jpg,,,,,,,,,,,,,,
"Boxing Gloves Everlast Prostyle 2-black",boxing_eu_default_view,Default,simple,,,,,,,,,,,,,,,,,,/e/v/everlast_prostyle_2_black_1_1.jpg,,/e/v/everlast_prostyle_2_black_1_1.jpg,,/e/v/everlast_prostyle_2_black_1_1.jpg,,/e/v/everlast_prostyle_2_black_1_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boxing Gloves Everlast Prostyle 2",,Default,configurable,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Prostyle 2",,"<ul>
<li>Elastic band with velcro closure that provides excellent fit and stability</li>
<li>Double-layer foam that provides the necessary protection for learning the basic boxing moves without weighing down the arms</li>
<li>Ergonomic fist grip that ensures proper positioning during punches to avoid injury.</li>
<li>Ergonomic thumb safety design to prevent injury.</li>
<li>Mesh material on the palms for better breathability</li>
</ul>",0.300000,1,"Taxable Goods","Not Visible Individually",,,,,boxing-gloves-everlast-prostyle-2,"Boxing Gloves Everlast Prostyle 2","Boxing Gloves Everlast Prostyle 2","Boxing Gloves Everlast Prostyle 2 ",/e/v/everlast_prostyle_2_red.jpg,,/e/v/everlast_prostyle_2_red.jpg,,/e/v/everlast_prostyle_2_red.jpg,,,,"10/22/23, 1:25 PM","10/24/23, 10:43 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",Antarctica,,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/e/v/everlast_prostyle_2_red.jpg,/e/v/everlast_prostyle_2_black.jpg",",",,"name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=10 oz|name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=12 oz|name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=14 oz",,,,,,,,,,"sku=Boxing Gloves Everlast Prostyle 2-red,color=red|sku=Boxing Gloves Everlast Prostyle 2-black,color=black",color=Color
"Boxing Gloves Everlast Core 2-black",,Default,simple,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Core 2-black",,"<ul>
<li>Synthetic PVC leather that provides long-lasting durability and performance</li>
<li>Double-layer foam that provides the necessary protection for learning the basic boxing moves without weighing down the arms</li>
<li>Ergonomic fist grip that ensures proper positioning during punches to avoid injury.</li>
<li>Velcro closure for a secure and individual fit around the wrist</li>
<li> Ergonomic thumb safety design to prevent injury. • Polyester and nylon lining for easier cleaning and maintenance</li>
</ul>",0.300000,1,"Taxable Goods","Catalog, Search",99.000000,,,,boxing-gloves-everlast-core-2-black,"Boxing Gloves Everlast Core 2","Boxing Gloves Everlast Core 2","Boxing Gloves Everlast Core 2 ",/e/v/everlast_core_2_black.jpg,,/e/v/everlast_core_2_black.jpg,,/e/v/everlast_core_2_black.jpg,,,,"10/23/23, 12:16 PM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=black,50.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast_core_2_black.jpg,,,,,,,,,,,,,,
"Boxing Gloves Everlast Core 2-black",boxing_eu_default_view,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boxing Gloves Everlast Core 2-white",,Default,simple,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Core 2-white",,"<ul>
<li>Synthetic PVC leather that provides long-lasting durability and performance</li>
<li>Double-layer foam that provides the necessary protection for learning the basic boxing moves without weighing down the arms</li>
<li>Ergonomic fist grip that ensures proper positioning during punches to avoid injury.</li>
<li>Velcro closure for a secure and individual fit around the wrist</li>
<li> Ergonomic thumb safety design to prevent injury. • Polyester and nylon lining for easier cleaning and maintenance</li>
</ul>",0.300000,1,"Taxable Goods","Catalog, Search",99.000000,,,,boxing-gloves-everlast-core-2-white,"Boxing Gloves Everlast Core 2","Boxing Gloves Everlast Core 2","Boxing Gloves Everlast Core 2 ",/e/v/everlast_core_2_white.jpg,,/e/v/everlast_core_2_white.jpg,,/e/v/everlast_core_2_white.jpg,,,,"10/23/23, 12:16 PM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=white,50.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast_core_2_white.jpg,,,,,,,,,,,,,,
"Boxing Gloves Everlast Core 2-white",boxing_eu_default_view,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boxing Gloves Everlast Core 2",,Default,configurable,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Core 2",,"<ul>
<li>Synthetic PVC leather that provides long-lasting durability and performance</li>
<li>Double-layer foam that provides the necessary protection for learning the basic boxing moves without weighing down the arms</li>
<li>Ergonomic fist grip that ensures proper positioning during punches to avoid injury.</li>
<li>Velcro closure for a secure and individual fit around the wrist</li>
<li> Ergonomic thumb safety design to prevent injury. • Polyester and nylon lining for easier cleaning and maintenance</li>
</ul>",0.300000,1,"Taxable Goods","Not Visible Individually",,,,,boxing-gloves-everlast-core-2,"Boxing Gloves Everlast Core 2","Boxing Gloves Everlast Core 2","Boxing Gloves Everlast Core 2 ",/e/v/everlast_core_2_white_1.jpg,,/e/v/everlast_core_2_white_1.jpg,,/e/v/everlast_core_2_white_1.jpg,,,,"10/23/23, 12:16 PM","10/24/23, 10:38 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/e/v/everlast_core_2_white_1.jpg,/e/v/everlast_core_2_black_1.jpg",",",,"name=size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=10 oz|name=size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=12 oz|name=size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=14 oz",,,,,,,,,,"sku=Boxing Gloves Everlast Core 2-black,color=black|sku=Boxing Gloves Everlast Core 2-white,color=white",color=Color
"Boxing Gloves Everlast Core 2",boxing_eu_default_view,Default,configurable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=10 oz|name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=12 oz|name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=14 oz",,,,,,,,,,,
"Boxing Gloves Everlast Prostyle Elite-red",,Default,simple,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Prostyle Elite-red",,,0.300000,1,"Taxable Goods","Catalog, Search",117.000000,,,,boxing-gloves-everlast-prostyle-elite-red,"Boxing Gloves Everlast Prostyle Elite","Boxing Gloves Everlast Prostyle Elite","Boxing Gloves Everlast Prostyle Elite ",/e/v/everlast_prostyle_elite_red_2.jpg,,/e/v/everlast_prostyle_elite_red_2.jpg,,/e/v/everlast_prostyle_elite_red_2.jpg,,/e/v/everlast_prostyle_elite_red_2.jpg,,"10/24/23, 6:57 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=red,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast_prostyle_elite_red_2.jpg,,,,,,,,,,,,,,
"Boxing Gloves Everlast Prostyle Elite-black",,Default,simple,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Prostyle Elite-black",,,0.300000,1,"Taxable Goods","Catalog, Search",117.000000,,,,boxing-gloves-everlast-prostyle-elite-black,"Boxing Gloves Everlast Prostyle Elite","Boxing Gloves Everlast Prostyle Elite","Boxing Gloves Everlast Prostyle Elite ",/e/v/everlast_prostyle_elite_black_2.jpg,,/e/v/everlast_prostyle_elite_black_2.jpg,,/e/v/everlast_prostyle_elite_black_2.jpg,,/e/v/everlast_prostyle_elite_black_2.jpg,,"10/24/23, 6:57 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=black,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast_prostyle_elite_black_2.jpg,,,,,,,,,,,,,,
"Boxing Gloves Everlast Prostyle Elite",,Default,configurable,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Everlast Prostyle Elite",,,0.300000,1,"Taxable Goods","Not Visible Individually",,,,,boxing-gloves-everlast-prostyle-elite,"Boxing Gloves Everlast Prostyle Elite","Boxing Gloves Everlast Prostyle Elite","Boxing Gloves Everlast Prostyle Elite ",/e/v/everlast_prostyle_elite_red_1.jpg,,/e/v/everlast_prostyle_elite_red_1.jpg,,/e/v/everlast_prostyle_elite_red_1.jpg,,,,"10/24/23, 6:57 AM","10/24/23, 10:38 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/e/v/everlast_prostyle_elite_red_1.jpg,/e/v/everlast_prostyle_elite_black_1.jpg",",",,"name=size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=10 oz|name=size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=12 oz|name=size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=14 oz",,,,,,,,,,"sku=Boxing Gloves Everlast Prostyle Elite-red,color=red|sku=Boxing Gloves Everlast Prostyle Elite-black,color=black",color=Color
"Boxing Gloves Everlast Prostyle Elite",boxing_eu_default_view,Default,configurable,,,,,"<ul>
<li>Evercool technology - ventilation system and breathable material, which are the most reliable source of body temperature regulation</li>
<li>All-over construction design for perfect fist position• EverShield design for better wrist protection• Premium high-quality artificial leather that provides durability and functionality</li>
<li>Mesh palm material for breathability and comfort</li>
<li>Contains closed cell foam filling for maximum cushioning and protection.</li>
<li>EverFresh – an antimicrobial coating that keeps gloves fresh</li>
<li>Velcro wrist closure</li>
</ul>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=10 oz|name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=12 oz|name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=14 oz",,,,,,,,,,,
"Boxing Gloves Pulev Sport-white&green",,Default,simple,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Pulev Sport-white&green",,,0.300000,1,"Taxable Goods","Catalog, Search",139.000000,,,,boxing-gloves-pulev-sport-white-green,"Boxing Gloves Pulev Sport","Boxing Gloves Pulev Sport","Boxing Gloves Pulev Sport ",/p/u/pul-primo_01_2.jpg,,/p/u/pul-primo_01_2.jpg,,/p/u/pul-primo_01_2.jpg,,/p/u/pul-primo_01_2.jpg,,"10/24/23, 8:50 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=white&green,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/p/u/pul-primo_01_2.jpg,/p/u/pul-primo_03_1.jpg,/p/u/pul-primo_02_1.jpg,/p/u/pul-primo_04_1.jpg",",,,",,,,,,,,,,,,,
"Boxing Gloves Pulev Sport-white&pink",,Default,simple,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Pulev Sport-white&pink",,,0.300000,1,"Taxable Goods","Catalog, Search",139.000000,,,,boxing-gloves-pulev-sport-white-pink,"Boxing Gloves Pulev Sport","Boxing Gloves Pulev Sport","Boxing Gloves Pulev Sport ",/p/u/pul-huba_01_2.jpg,,/p/u/pul-huba_01_2.jpg,,/p/u/pul-huba_01_2.jpg,,/p/u/pul-huba_01_2.jpg,,"10/24/23, 8:50 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=white&pink,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/p/u/pul-huba_01_2.jpg,/p/u/pul-huba_03_1.jpg,/p/u/pul-huba_02_1.jpg,/p/u/pul-huba_04_1.jpg",",,,",,,,,,,,,,,,,
"Boxing Gloves Pulev Sport",,Default,configurable,"Boxing,Boxing/Gloves",boxing_website,"Boxing Gloves Pulev Sport",,"<ul>
<li>High quality materials</li>
<li>Four-layer foam helps distribute energy in the peak impact area</li>
<li>The multi-layered foam absorbs the impact as much as possible and thus optimizes the protection effect</li>
<li>Double reinforced seams for exceptional glove durability</li>
<li>Micro perforated thumb panel for improved ventilation</li>
<li>The inner coating wicks away sweat and thus reduces the risk of bacteria</li>
<li>The best choice for both professional athletes and amateurs</li>
<li>Wide and strong adhesive tape that corrects and positions the wrist correctly, thus protecting against injuries</li>
<li>Top grade calf leather gives the glove a classic finish and makes it durable in the long term</li>
</ul>",0.300000,1,"Taxable Goods","Not Visible Individually",,,,,boxing-gloves-pulev-sport,"Boxing Gloves Pulev Sport","Boxing Gloves Pulev Sport","Boxing Gloves Pulev Sport ",/p/u/pul-primo_01_1.jpg,,/p/u/pul-primo_01_1.jpg,,/p/u/pul-primo_01_1.jpg,,,,"10/24/23, 8:50 AM","10/24/23, 10:38 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/p/u/pul-primo_01_1.jpg,/p/u/pul-huba_01_1.jpg",",",,"name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=10 oz|name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=12 oz|name=Size,type=radio,required=1,price=0.000000,sku=,max_characters=0,file_extension=,image_size_x=0,image_size_y=0,price_type=fixed,option_title=14 oz",,,,,,,,,,"sku=Boxing Gloves Pulev Sport-white&green,color=white&green|sku=Boxing Gloves Pulev Sport-white&pink,color=white&pink",color=Color
"Boxing Bandage Everlast 120x2-white",,Default,simple,"Boxing,Boxing/Bandages",boxing_website,"Boxing Bandage Everlast 120x2-white",,"<ul>
<li>With a small thumb strap for added security</li>
<li>Composition: 100% cotton</li>
<li>Dimensions: 2x120 cm</li>
</ul>",0.100000,1,"Taxable Goods","Catalog, Search",20.000000,,,,boxing-bandage-everlast-120x2-white,"Boxing Bandage Everlast 120x2","Boxing Bandage Everlast 120x2","Boxing Bandage Everlast 120x2 ",/e/v/everlast.120.white_2.jpg,,/e/v/everlast.120.white_2.jpg,,/e/v/everlast.120.white_2.jpg,,/e/v/everlast.120.white_2.jpg,,"10/24/23, 9:12 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=white,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast.120.white_2.jpg,,,,,,,,,,,,,,
"Boxing Bandage Everlast 120x2-blue",,Default,simple,"Boxing,Boxing/Bandages",boxing_website,"Boxing Bandage Everlast 120x2-blue",,"<ul>
<li>With a small thumb strap for added security</li>
<li>Composition: 100% cotton</li>
<li>Dimensions: 2x120 cm</li>
</ul>",0.100000,1,"Taxable Goods","Catalog, Search",20.000000,,,,boxing-bandage-everlast-120x2-blue,"Boxing Bandage Everlast 120x2","Boxing Bandage Everlast 120x2","Boxing Bandage Everlast 120x2 ",/e/v/everlast.120.blue_2.jpg,,/e/v/everlast.120.blue_2.jpg,,/e/v/everlast.120.blue_2.jpg,,/e/v/everlast.120.blue_2.jpg,,"10/24/23, 9:12 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=blue,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast.120.blue_2.jpg,,,,,,,,,,,,,,
"Boxing Bandage Everlast 120x2",,Default,configurable,"Boxing,Boxing/Bandages",boxing_website,"Boxing Bandage Everlast 120x2",,"<ul>
<li>With a small thumb strap for added security</li>
<li>Composition: 100% cotton</li>
<li>Dimensions: 2x120 cm</li>
</ul>",0.100000,1,"Taxable Goods","Not Visible Individually",,,,,boxing-bandage-everlast-120x2,"Boxing Bandage Everlast 120x2","Boxing Bandage Everlast 120x2","Boxing Bandage Everlast 120x2 ",/e/v/everlast.120.white_1.jpg,,/e/v/everlast.120.white_1.jpg,,/e/v/everlast.120.white_1.jpg,,,,"10/24/23, 9:12 AM","10/24/23, 10:38 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/e/v/everlast.120.white_1.jpg,/e/v/everlast.120.blue_1.jpg",",",,,,,,,,,,,,"sku=Boxing Bandage Everlast 120x2-white,color=white|sku=Boxing Bandage Everlast 120x2-blue,color=blue",color=Color
"Boxing Bandage Everlast 180x2-red",,Default,simple,"Boxing,Boxing/Bandages",boxing_website,"Boxing Bandage Everlast 180x2-red",,"<div class=""product attribute overview"">
<div class=""value"">
<ul>
<li>With a small thumb strap for added security</li>
<li>Composition: 100% cotton</li>
<li>Dimensions: 2x180 cm</li>
</ul>
</div>
</div>",0.100000,1,"Taxable Goods","Catalog, Search",30.000000,,,,boxing-bandage-everlast-180x2-red,"Boxing Bandage Everlast 180x2","Boxing Bandage Everlast 180x2","Boxing Bandage Everlast 180x2 ",/e/v/everlast.180.red_2.jpg,,/e/v/everlast.180.red_2.jpg,,/e/v/everlast.180.red_2.jpg,,/e/v/everlast.180.red_2.jpg,,"10/24/23, 9:21 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=red,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast.180.red_2.jpg,,,,,,,,,,,,,,
"Boxing Bandage Everlast 180x2-black",,Default,simple,"Boxing,Boxing/Bandages",boxing_website,"Boxing Bandage Everlast 180x2-black",,"<div class=""product attribute overview"">
<div class=""value"">
<ul>
<li>With a small thumb strap for added security</li>
<li>Composition: 100% cotton</li>
<li>Dimensions: 2x180 cm</li>
</ul>
</div>
</div>",0.100000,1,"Taxable Goods","Catalog, Search",30.000000,,,,boxing-bandage-everlast-180x2-black,"Boxing Bandage Everlast 180x2","Boxing Bandage Everlast 180x2","Boxing Bandage Everlast 180x2 ",/e/v/everlast.180.black_2.jpg,,/e/v/everlast.180.black_2.jpg,,/e/v/everlast.180.black_2.jpg,,/e/v/everlast.180.black_2.jpg,,"10/24/23, 9:21 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=black,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast.180.black_2.jpg,,,,,,,,,,,,,,
"Boxing Bandage Everlast 180x2-pink",,Default,simple,"Boxing,Boxing/Bandages",boxing_website,"Boxing Bandage Everlast 180x2-pink",,"<div class=""product attribute overview"">
<div class=""value"">
<ul>
<li>With a small thumb strap for added security</li>
<li>Composition: 100% cotton</li>
<li>Dimensions: 2x180 cm</li>
</ul>
</div>
</div>",0.100000,1,"Taxable Goods","Catalog, Search",30.000000,,,,boxing-bandage-everlast-180x2-pink,"Boxing Bandage Everlast 180x2","Boxing Bandage Everlast 180x2","Boxing Bandage Everlast 180x2 ",/e/v/everlast.180.pink_2.jpg,,/e/v/everlast.180.pink_2.jpg,,/e/v/everlast.180.pink_2.jpg,,/e/v/everlast.180.pink_2.jpg,,"10/24/23, 9:21 AM","10/24/23, 11:04 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,,,color=pink,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/e/v/everlast.180.pink_2.jpg,,,,,,,,,,,,,,
"Boxing Bandage Everlast 180x2",,Default,configurable,"Boxing,Boxing/Bandages",boxing_website,"Boxing Bandage Everlast 180x2",,"<div class=""product attribute overview"">
<div class=""value"">
<ul>
<li>With a small thumb strap for added security</li>
<li>Composition: 100% cotton</li>
<li>Dimensions: 2x180 cm</li>
</ul>
</div>
</div>",0.100000,1,"Taxable Goods","Not Visible Individually",,,,,boxing-bandage-everlast-180x2,"Boxing Bandage Everlast 180x2","Boxing Bandage Everlast 180x2","Boxing Bandage Everlast 180x2 ",/e/v/everlast.180.red_1.jpg,,/e/v/everlast.180.red_1.jpg,,/e/v/everlast.180.red_1.jpg,,,,"10/24/23, 9:21 AM","10/24/23, 10:38 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/e/v/everlast.180.red_1.jpg,/e/v/everlast.180.pink_1.jpg,/e/v/everlast.180.black_1.jpg",",,",,,,,,,,,,,,"sku=Boxing Bandage Everlast 180x2-red,color=red|sku=Boxing Bandage Everlast 180x2-black,color=black|sku=Boxing Bandage Everlast 180x2-pink,color=pink",color=Color
